payment_id,project_id,payment_date,payment_amount,cumulative_payment,payment_status,milestone_description,voucher_no
PAY025996,P19687,2024-03-23,1301400,1301400,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-54782
PAY025997,P19688,2025-02-24,1325000,1325000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-77330
PAY025998,P19688,2025-03-26,1325000,2650000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-51233
PAY025999,P19688,2025-04-25,1325000,3975000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-54558
PAY026000,P19688,2025-05-25,1325000,5300000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-15359
PAY026001,P19689,2025-07-24,1345000,1345000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-51658
PAY026002,P19689,2025-08-23,1345000,2690000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-41741
PAY026003,P19689,2025-09-22,1345000,4035000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-60413
PAY026004,P19689,2025-10-22,1345000,5380000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-25728
PAY026005,P19690,2027-01-04,1070000,1070000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-30777
PAY026006,P19690,2027-02-03,1070000,2140000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-49541
PAY026007,P19690,2027-03-05,1070000,3210000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-66060
PAY026008,P19690,2027-04-04,1070000,4280000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-78389
PAY026009,P19691,2026-11-04,1725000,1725000,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-63999
PAY026010,P19692,2024-09-23,1815000,1815000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-14464
PAY026011,P19692,2024-10-23,1815000,3630000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-63390
PAY026012,P19692,2024-11-22,1815000,5445000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-87016
PAY026013,P19692,2024-12-22,1815000,7260000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-46729
PAY026014,P19693,2026-04-26,863200,863200,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-11690
PAY026015,P19693,2026-05-26,863200,1726400,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-96751
PAY026016,P19694,2024-06-06,1340000,1340000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-59716
PAY026017,P19694,2024-07-06,1340000,2680000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-25170
PAY026018,P19694,2024-08-05,1340000,4020000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-13657
PAY026019,P19694,2024-09-04,1340000,5360000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-26565
PAY026020,P19696,2025-01-29,254400,254400,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-48797
PAY026021,P19696,2025-02-28,254400,508800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-74135
PAY026022,P19697,2024-03-28,1005000,1005000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-42101
PAY026023,P19697,2024-04-27,1005000,2010000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-71166
PAY026024,P19697,2024-05-27,1005000,3015000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-46597
PAY026025,P19697,2024-06-26,1005000,4020000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-39782
PAY026026,P19698,2025-02-20,485000,485000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-36498
PAY026027,P19698,2025-03-22,485000,970000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-67577
PAY026028,P19698,2025-04-21,485000,1455000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-54188
PAY026029,P19698,2025-05-21,485000,1940000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-87721
PAY026030,P19701,2025-11-22,928650,928650,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-96617
PAY026031,P19701,2025-12-22,928650,1857300,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-66376
PAY026032,P19701,2026-01-21,928650,2785950,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-50835
PAY026033,P19701,2026-02-20,928650,3714600,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-41382
PAY026034,P19702,2025-09-22,536300,536300,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-53010
PAY026035,P19702,2025-10-22,536300,1072600,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-18904
PAY026036,P19702,2025-11-21,536300,1608900,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-48108
PAY026037,P19702,2025-12-21,536300,2145200,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-55344
PAY026038,P19703,2026-08-16,1227500,1227500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-42476
PAY026039,P19703,2026-09-15,1227500,2455000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-56217
PAY026040,P19703,2026-10-15,1227500,3682500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-62435
PAY026041,P19703,2026-11-14,1227500,4910000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-25853
PAY026042,P19705,2024-10-04,1735000,1735000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-52533
PAY026043,P19705,2024-11-03,1735000,3470000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-80116
PAY026044,P19705,2024-12-03,1735000,5205000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-46288
PAY026045,P19705,2025-01-02,1735000,6940000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-49103
PAY026046,P19706,2024-10-05,1019900,1019900,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-29435
PAY026047,P19706,2024-11-04,1019900,2039800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-79264
PAY026048,P19707,2026-05-17,1060500,1060500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-94874
PAY026049,P19707,2026-06-16,1060500,2121000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-54217
PAY026050,P19707,2026-07-16,1060500,3181500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-83259
PAY026051,P19707,2026-08-15,1060500,4242000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-23389
PAY026052,P19708,2026-12-30,1252500,1252500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-55104
PAY026053,P19708,2027-01-29,1252500,2505000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-56461
PAY026054,P19708,2027-02-28,1252500,3757500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-76684
PAY026055,P19708,2027-03-30,1252500,5010000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-67161
PAY026056,P19709,2025-12-10,910000,910000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-82626
PAY026057,P19709,2026-01-09,910000,1820000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-78497
PAY026058,P19709,2026-02-08,910000,2730000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-12400
PAY026059,P19709,2026-03-10,910000,3640000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-35724
PAY026060,P19710,2024-11-25,1187500,1187500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-79940
PAY026061,P19710,2024-12-25,1187500,2375000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-22824
PAY026062,P19710,2025-01-24,1187500,3562500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-62908
PAY026063,P19710,2025-02-23,1187500,4750000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-11580
PAY026064,P19712,2024-03-12,1405050,1405050,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-59492
PAY026065,P19712,2024-04-11,1405050,2810100,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-10340
PAY026066,P19713,2026-02-15,946275,946275,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-93157
PAY026067,P19713,2026-03-17,946275,1892550,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-19653
PAY026068,P19713,2026-04-16,946275,2838825,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-86681
PAY026069,P19713,2026-05-16,946275,3785100,FLAGGED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-85631
PAY026070,P19714,2026-12-13,2015500,2015500,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-30314
PAY026071,P19715,2027-02-20,1330000,1330000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-34946
PAY026072,P19715,2027-03-22,1330000,2660000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-38826
PAY026073,P19715,2027-04-21,1330000,3990000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-36850
PAY026074,P19715,2027-05-21,1330000,5320000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-13739
PAY026075,P19716,2025-02-13,1219800,1219800,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-78886
PAY026076,P19716,2025-03-15,1219800,2439600,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-29456
PAY026077,P19716,2025-04-14,1219800,3659400,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-89447
PAY026078,P19716,2025-05-14,1219800,4879200,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-66915
PAY026079,P19717,2024-08-11,1227600,1227600,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-25302
PAY026080,P19717,2024-09-10,1227600,2455200,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-67284
PAY026081,P19717,2024-10-10,1227600,3682800,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-30631
PAY026082,P19717,2024-11-09,1227600,4910400,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-46734
PAY026083,P19719,2024-09-04,522600,522600,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-15355
PAY026084,P19719,2024-10-04,522600,1045200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-68888
PAY026085,P19720,2025-02-24,1173900,1173900,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-85238
PAY026086,P19721,2024-10-19,682500,682500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-37370
PAY026087,P19721,2024-11-18,682500,1365000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-80833
PAY026088,P19721,2024-12-18,682500,2047500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-53440
PAY026089,P19721,2025-01-17,682500,2730000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-59913
PAY026090,P19722,2026-12-29,1562500,1562500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-10795
PAY026091,P19722,2027-01-28,1562500,3125000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-44605
PAY026092,P19722,2027-02-27,1562500,4687500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-56726
PAY026093,P19722,2027-03-29,1562500,6250000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-21879
PAY026094,P19723,2024-07-04,753100,753100,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-27304
PAY026095,P19723,2024-08-03,753100,1506200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-53637
PAY026096,P19724,2025-04-04,687500,687500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-47019
PAY026097,P19724,2025-05-04,687500,1375000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-99024
PAY026098,P19724,2025-06-03,687500,2062500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-47673
PAY026099,P19724,2025-07-03,687500,2750000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-57687
PAY026100,P19725,2025-03-17,1329175,1329175,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-20334
PAY026101,P19725,2025-04-16,1329175,2658350,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-26528
PAY026102,P19725,2025-05-16,1329175,3987525,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-44645
PAY026103,P19725,2025-06-15,1329175,5316700,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-62738
PAY026104,P19726,2025-01-14,602500,602500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-27786
PAY026105,P19726,2025-02-13,602500,1205000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-42662
PAY026106,P19726,2025-03-15,602500,1807500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-68625
PAY026107,P19726,2025-04-14,602500,2410000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-83732
PAY026108,P19727,2025-08-02,880000,880000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-62530
PAY026109,P19727,2025-09-01,880000,1760000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-98586
PAY026110,P19727,2025-10-01,880000,2640000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-24897
PAY026111,P19727,2025-10-31,880000,3520000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-79518
PAY026112,P19728,2024-10-21,856625,856625,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-85961
PAY026113,P19728,2024-11-20,856625,1713250,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-42595
PAY026114,P19728,2024-12-20,856625,2569875,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-81429
PAY026115,P19728,2025-01-19,856625,3426500,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-13851
PAY026116,P19729,2026-10-22,1413750,1413750,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-77979
PAY026117,P19729,2026-11-21,1413750,2827500,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-53248
PAY026118,P19729,2026-12-21,1413750,4241250,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-69327
PAY026119,P19729,2027-01-20,1413750,5655000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-40938
PAY026120,P19730,2024-08-02,1267500,1267500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-39320
PAY026121,P19730,2024-09-01,1267500,2535000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-39936
PAY026122,P19730,2024-10-01,1267500,3802500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-10529
PAY026123,P19730,2024-10-31,1267500,5070000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-95821
PAY026124,P19731,2026-01-02,1094800,1094800,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2025-24023
PAY026125,P19734,2024-11-29,363975,363975,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-72919
PAY026126,P19734,2024-12-29,363975,727950,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-65642
PAY026127,P19734,2025-01-28,363975,1091925,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-58619
PAY026128,P19734,2025-02-27,363975,1455900,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-79907
PAY026129,P19735,2027-02-18,617500,617500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-57455
PAY026130,P19735,2027-03-20,617500,1235000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-53858
PAY026131,P19735,2027-04-19,617500,1852500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-79683
PAY026132,P19735,2027-05-19,617500,2470000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-62984
PAY026133,P19737,2024-08-10,832200,832200,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-37748
PAY026134,P19737,2024-09-09,832200,1664400,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-91003
PAY026135,P19737,2024-10-09,832200,2496600,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-55902
PAY026136,P19737,2024-11-08,832200,3328800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-97166
PAY026137,P19738,2026-06-08,1777500,1777500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-21798
PAY026138,P19738,2026-07-08,1777500,3555000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-57900
PAY026139,P19738,2026-08-07,1777500,5332500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-54813
PAY026140,P19738,2026-09-06,1777500,7110000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-47258
PAY026141,P19739,2026-07-03,882000,882000,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2026-89641
PAY026142,P19740,2026-11-06,1632500,1632500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-56773
PAY026143,P19740,2026-12-06,1632500,3265000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-96069
PAY026144,P19740,2027-01-05,1632500,4897500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-14510
PAY026145,P19740,2027-02-04,1632500,6530000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-36815
PAY026146,P19742,2026-05-14,435000,435000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-84607
PAY026147,P19742,2026-06-13,435000,870000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-51079
PAY026148,P19742,2026-07-13,435000,1305000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-62807
PAY026149,P19742,2026-08-12,435000,1740000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-57844
PAY026150,P19745,2024-04-21,1564200,1564200,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-35490
PAY026151,P19746,2025-01-17,476900,476900,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-25266
PAY026152,P19746,2025-02-16,476900,953800,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-93567
PAY026153,P19746,2025-03-18,476900,1430700,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-54068
PAY026154,P19746,2025-04-17,476900,1907600,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-48156
PAY026155,P19748,2024-05-08,1374300,1374300,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-71485
PAY026156,P19749,2026-06-08,2124000,2124000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-63484
PAY026157,P19749,2026-07-08,2124000,4248000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-55396
PAY026158,P19750,2025-09-16,448800,448800,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-52672
PAY026159,P19750,2025-10-16,448800,897600,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-29099
PAY026160,P19750,2025-11-15,448800,1346400,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-10224
PAY026161,P19750,2025-12-15,448800,1795200,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-47437
PAY026162,P19751,2026-10-21,514250,514250,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-32399
PAY026163,P19751,2026-11-20,514250,1028500,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-14959
PAY026164,P19752,2025-01-09,1102500,1102500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-22925
PAY026165,P19752,2025-02-08,1102500,2205000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-95879
PAY026166,P19752,2025-03-10,1102500,3307500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-41865
PAY026167,P19752,2025-04-09,1102500,4410000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-42273
PAY026168,P19754,2025-12-16,1287500,1287500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-53629
PAY026169,P19754,2026-01-15,1287500,2575000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-18204
PAY026170,P19754,2026-02-14,1287500,3862500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-15255
PAY026171,P19754,2026-03-16,1287500,5150000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-39505
PAY026172,P19755,2026-06-08,1131200,1131200,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-44805
PAY026173,P19755,2026-07-08,1131200,2262400,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-25491
PAY026174,P19756,2026-06-06,947025,947025,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-25785
PAY026175,P19756,2026-07-06,947025,1894050,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-59896
PAY026176,P19756,2026-08-05,947025,2841075,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-80929
PAY026177,P19756,2026-09-04,947025,3788100,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-46939
PAY026178,P19758,2025-01-09,968000,968000,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-74412
PAY026179,P19759,2026-01-25,1190000,1190000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-64043
PAY026180,P19759,2026-02-24,1190000,2380000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-42090
PAY026181,P19759,2026-03-26,1190000,3570000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-64280
PAY026182,P19759,2026-04-25,1190000,4760000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-85336
PAY026183,P19760,2025-09-24,297500,297500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-73816
PAY026184,P19760,2025-10-24,297500,595000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-38553
PAY026185,P19760,2025-11-23,297500,892500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-12711
PAY026186,P19760,2025-12-23,297500,1190000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-44345
PAY026187,P19762,2024-12-08,727500,727500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-33641
PAY026188,P19762,2025-01-07,727500,1455000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-49442
PAY026189,P19762,2025-02-06,727500,2182500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-47443
PAY026190,P19762,2025-03-08,727500,2910000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-79031
PAY026191,P19763,2026-12-18,1275000,1275000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-24496
PAY026192,P19763,2027-01-17,1275000,2550000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-44812
PAY026193,P19763,2027-02-16,1275000,3825000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-86493
PAY026194,P19763,2027-03-18,1275000,5100000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-40928
PAY026195,P19764,2025-04-24,1468800,1468800,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-90334
PAY026196,P19764,2025-05-24,1468800,2937600,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-40117
PAY026197,P19765,2026-02-15,1105000,1105000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-88082
PAY026198,P19765,2026-03-17,1105000,2210000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-64925
PAY026199,P19765,2026-04-16,1105000,3315000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-51467
PAY026200,P19765,2026-05-16,1105000,4420000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-69097
PAY026201,P19766,2024-12-26,1804000,1804000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-52392
PAY026202,P19766,2025-01-25,1804000,3608000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-30369
PAY026203,P19767,2025-01-11,1024200,1024200,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-85608
PAY026204,P19767,2025-02-10,1024200,2048400,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-96433
PAY026205,P19767,2025-03-12,1024200,3072600,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-64734
PAY026206,P19767,2025-04-11,1024200,4096800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-75234
PAY026207,P19768,2026-10-22,1388175,1388175,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-52603
PAY026208,P19768,2026-11-21,1388175,2776350,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-16784
PAY026209,P19768,2026-12-21,1388175,4164525,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-43720
PAY026210,P19768,2027-01-20,1388175,5552700,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-11466
PAY026211,P19770,2026-10-06,1074600,1074600,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-34008
PAY026212,P19770,2026-11-05,1074600,2149200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-38374
PAY026213,P19771,2026-07-08,1012500,1012500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-33839
PAY026214,P19771,2026-08-07,1012500,2025000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-90265
