project_id,project_name,description,category,state_id,state_name,district_id,district_name,constituency_id,constituency_name,mp_id,mp_name,ia_id,ia_name,sanction_amount,sanction_date,start_date,expected_completion_date,actual_completion_date,physical_progress,financial_progress,status,latitude,longitude,address,gps_accuracy_meters,record_source,synthetic_scenario,source_file,source_row,synthetic_seed,risk_overall_score,risk_level,risk_financial,risk_timeline,risk_compliance,risk_ia,risk_geo,risk_evidence,risk_reasons,flags_count
P19293,Primary Health Centre & Hospital - Devipur Ward 12,Construction of 10-bed Maternity and Child Care wing at Primary Health Centre Devipur Ward 12.,Primary Health Centre & Hospital,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA232,Uttar Pradesh PWD Executive Division,2580000,2025-04-08,2025-05-08,2025-11-28,,0,0,NOT_STARTED,27.183,81.2771,"Devipur Ward 12, Uttar Pradesh",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19294,Bridge & Culvert - Rampur Ward 6,Reconstruction of dilapidated Box Culvert and approach link at Rampur Ward 6.,Bridge & Culvert,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA232,Uttar Pradesh PWD Executive Division,2420000,2025-08-28,2025-10-09,2026-09-28,2026-09-28,100,100,COMPLETED,26.915,81.233,"Rampur Ward 6, Uttar Pradesh",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19295,Public Solar & Street Lighting - Vivekananda Pally Ward 15,Installation of 120 Nos. LED Solar High-Mast street lights in wards of Vivekananda Pally Ward 15.,Public Solar & Street Lighting,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA235,Uttar Pradesh PHED Executive Division,4780000,2025-11-14,2025-11-29,2026-11-07,,67,67,IN_PROGRESS,27.0081,81.3374,"Vivekananda Pally Ward 15, Uttar Pradesh",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19296,Primary Health Centre & Hospital - Mohanpur Ward 1,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Mohanpur Ward 1.,Primary Health Centre & Hospital,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA234,Uttar Pradesh MUNICIPAL Executive Division,4250000,2025-06-13,2025-07-25,2026-06-16,,37,57,IN_PROGRESS,26.5485,80.781,"Mohanpur Ward 1, Uttar Pradesh",3,SYNTHETIC,COMPLIANCE_ANOMALY,Allocated Limit for Honble MPs.csv,493,26102,0.4,MEDIUM,0.15,0.92,0.85,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline; Compliance infraction: Missing mandatory statutory clearance and sanction records,2
P19297,Community Hall & Social Asset - Mohanpur Ward 13,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Mohanpur Ward 13.,Community Hall & Social Asset,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA236,Uttar Pradesh ZILLA_PARISHAD Executive Division,2530000,2025-01-06,2025-02-18,2025-10-13,,0,0,NOT_STARTED,26.5945,81.1199,"Mohanpur Ward 13, Uttar Pradesh",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19298,Public Solar & Street Lighting - Rajendra Nagar Ward 9,Solar electrification of public facilities and market junction at Rajendra Nagar Ward 9.,Public Solar & Street Lighting,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA237,Uttar Pradesh ELECTRICITY Executive Division,4750000,2026-03-02,2026-04-07,2027-02-02,2027-02-02,100,100,COMPLETED,26.4578,80.532,"Rajendra Nagar Ward 9, Uttar Pradesh",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19299,School & Educational Infra - Shanti Nagar Ward 15,Construction of 4 additional smart classrooms and science laboratory at Govt High School Shanti Nagar Ward 15.,School & Educational Infra,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA238,Uttar Pradesh IRRIGATION Executive Division,7480000,2024-01-11,2024-02-22,2025-02-23,2025-02-23,100,100,COMPLETED,26.4164,81.1357,"Shanti Nagar Ward 15, Uttar Pradesh",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19300,Sanitation Complex - Sundarnagar Ward 11,Construction of public bio-toilets and modern wash facility near bus stand Sundarnagar Ward 11.,Sanitation Complex,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA234,Uttar Pradesh MUNICIPAL Executive Division,6360000,2025-06-14,2025-07-19,2026-02-08,,84,90,IN_PROGRESS,26.9581,81.3721,"Sundarnagar Ward 11, Uttar Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19301,Public Solar & Street Lighting - Sitarampur Ward 3,Solar electrification of public facilities and market junction at Sitarampur Ward 3.,Public Solar & Street Lighting,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA233,Uttar Pradesh DRDA Executive Division,3940000,2024-12-12,2025-01-17,2026-02-03,,58,57,IN_PROGRESS,27.0968,80.8194,"Sitarampur Ward 3, Uttar Pradesh",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19302,Irrigation & Check Dam - Haripur Ward 4,Lift irrigation scheme with pipeline network for marginal farmers in Haripur Ward 4.,Irrigation & Check Dam,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA237,Uttar Pradesh ELECTRICITY Executive Division,6610000,2026-08-17,2026-09-05,2027-07-11,,84,92,IN_PROGRESS,26.5547,81.064,"Haripur Ward 4, Uttar Pradesh",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19303,Road & Transport - Sultanpur Ward 4,Construction and blacktopping of CC road from Sultanpur Ward 4 to Fatehpur Chowk in R K SINGH PATEL.,Road & Transport,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA236,Uttar Pradesh ZILLA_PARISHAD Executive Division,5330000,2025-07-28,2025-08-20,2026-08-12,2026-08-12,100,100,COMPLETED,26.5854,81.1066,"Sultanpur Ward 4, Uttar Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19304,Community Hall & Social Asset - Patel Chowk Ward 11,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Patel Chowk Ward 11.,Community Hall & Social Asset,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA238,Uttar Pradesh IRRIGATION Executive Division,6920000,2024-10-03,2024-10-31,2025-10-31,2025-10-31,100,100,COMPLETED,27.1141,80.8721,"Patel Chowk Ward 11, Uttar Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19305,Drainage & Sewerage - Fatehpur Ward 1,Construction of underground drainage network and silt chamber in Fatehpur Ward 1.,Drainage & Sewerage,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA236,Uttar Pradesh ZILLA_PARISHAD Executive Division,3490000,2025-10-22,2025-11-27,2027-01-21,,76,81,IN_PROGRESS,27.2255,80.9643,"Fatehpur Ward 1, Uttar Pradesh",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19306,Road & Transport - Anandpur Ward 8,Laying of interlocking paver block road and side drains near Anandpur Ward 8.,Road & Transport,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA235,Uttar Pradesh PHED Executive Division,4460000,2026-11-10,2026-12-03,2027-08-11,2027-08-11,100,100,COMPLETED,26.5903,80.5992,"Anandpur Ward 8, Uttar Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19307,Public Solar & Street Lighting - Anandpur Ward 13,Solar electrification of public facilities and market junction at Anandpur Ward 13.,Public Solar & Street Lighting,ST34,Uttar Pradesh,D426,Banda,C492,Banda,MP492,R K Singh Patel,IA237,Uttar Pradesh ELECTRICITY Executive Division,6380000,2025-12-20,2026-01-31,2026-08-09,2026-08-09,100,100,COMPLETED,27.078,80.8821,"Anandpur Ward 13, Uttar Pradesh",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,493,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19308,Drinking Water Supply - Maharajpur Ward 11,Laying of drinking water pipeline network with solar-powered pump set in Maharajpur Ward 11.,Drinking Water Supply,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA236,Uttar Pradesh ZILLA_PARISHAD Executive Division,4520000,2026-12-08,2026-12-23,2027-11-19,,45,53,IN_PROGRESS,26.8676,80.8661,"Maharajpur Ward 11, Uttar Pradesh",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19309,School & Educational Infra - Vivekananda Pally Ward 3,Construction of 4 additional smart classrooms and science laboratory at Govt High School Vivekananda Pally Ward 3.,School & Educational Infra,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA238,Uttar Pradesh IRRIGATION Executive Division,5600000,2025-02-09,2025-02-27,2026-01-12,,78,81,IN_PROGRESS,27.2865,80.7052,"Vivekananda Pally Ward 3, Uttar Pradesh",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19310,Drainage & Sewerage - Gandhi Gram Ward 1,Construction of underground drainage network and silt chamber in Gandhi Gram Ward 1.,Drainage & Sewerage,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA237,Uttar Pradesh ELECTRICITY Executive Division,2040000,2026-04-21,2026-05-07,2027-05-28,,44,58,STALLED,27.2427,80.5534,"Gandhi Gram Ward 1, Uttar Pradesh",9,SYNTHETIC,TIMELINE_DELAY_ANOMALY,Allocated Limit for Honble MPs.csv,494,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19311,Drainage & Sewerage - Shanti Nagar Ward 15,Construction of storm water pucca RCC covered drainage system along main bazaar in Shanti Nagar Ward 15.,Drainage & Sewerage,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA235,Uttar Pradesh PHED Executive Division,4980000,2026-12-12,2027-01-26,2028-01-18,,66,61,IN_PROGRESS,26.8026,80.7752,"Shanti Nagar Ward 15, Uttar Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19312,Irrigation & Check Dam - Patel Chowk Ward 13,Lift irrigation scheme with pipeline network for marginal farmers in Patel Chowk Ward 13.,Irrigation & Check Dam,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA238,Uttar Pradesh IRRIGATION Executive Division,4610000,2025-03-08,2025-04-19,2026-05-28,,65,65,IN_PROGRESS,27.0744,80.7028,"Patel Chowk Ward 13, Uttar Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19313,Drinking Water Supply - Subhash Nagar Ward 4,Laying of drinking water pipeline network with solar-powered pump set in Subhash Nagar Ward 4.,Drinking Water Supply,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA233,Uttar Pradesh DRDA Executive Division,4310000,2025-10-15,2025-11-03,2026-09-11,,62,70,IN_PROGRESS,26.5821,80.8468,"Subhash Nagar Ward 4, Uttar Pradesh",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19314,Community Hall & Social Asset - Haripur Ward 14,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Haripur Ward 14.,Community Hall & Social Asset,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA235,Uttar Pradesh PHED Executive Division,6220000,2025-11-28,2026-01-08,2026-07-11,2026-07-11,100,100,COMPLETED,26.758,80.8262,"Haripur Ward 14, Uttar Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19315,Drainage & Sewerage - Laxmipur Ward 8,Construction of underground drainage network and silt chamber in Laxmipur Ward 8.,Drainage & Sewerage,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA232,Uttar Pradesh PWD Executive Division,6660000,2025-07-25,2025-08-10,2026-08-21,,61,57,IN_PROGRESS,27.0926,81.0193,"Laxmipur Ward 8, Uttar Pradesh",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19316,Irrigation & Check Dam - Rampur Ward 5,Lift irrigation scheme with pipeline network for marginal farmers in Rampur Ward 5.,Irrigation & Check Dam,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA232,Uttar Pradesh PWD Executive Division,6920000,2025-03-04,2025-04-11,2026-05-23,2026-05-23,100,100,COMPLETED,27.1036,81.1537,"Rampur Ward 5, Uttar Pradesh",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19317,Road & Transport - Gopalpur Ward 6,Laying of interlocking paver block road and side drains near Gopalpur Ward 6.,Road & Transport,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA235,Uttar Pradesh PHED Executive Division,6500000,2026-08-21,2026-10-03,2027-06-16,2027-06-16,100,100,COMPLETED,27.1233,81.3519,"Gopalpur Ward 6, Uttar Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19318,Public Solar & Street Lighting - Sitarampur Ward 8,Installation of 120 Nos. LED Solar High-Mast street lights in wards of Sitarampur Ward 8.,Public Solar & Street Lighting,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA233,Uttar Pradesh DRDA Executive Division,4900000,2026-10-15,2026-11-11,2027-12-02,2027-12-02,100,100,COMPLETED,26.9409,81.1729,"Sitarampur Ward 8, Uttar Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19319,Sanitation Complex - Nehru Nagar Ward 10,Construction of Community Sanitary Complex (CSC) with running water facility at Nehru Nagar Ward 10.,Sanitation Complex,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA233,Uttar Pradesh DRDA Executive Division,1620000,2026-09-13,2026-10-04,2027-07-26,,0,0,NOT_STARTED,26.4814,80.5419,"Nehru Nagar Ward 10, Uttar Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19320,Road & Transport - Gandhi Gram Ward 7,Construction and blacktopping of CC road from Gandhi Gram Ward 7 to Bhimpur Chowk in SHRAWAN KUMAR NISHAD.,Road & Transport,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA237,Uttar Pradesh ELECTRICITY Executive Division,5010000,2025-05-12,2025-05-30,2026-05-15,,21,83,IN_PROGRESS,26.5527,80.584,"Gandhi Gram Ward 7, Uttar Pradesh",4,SYNTHETIC,PAYMENT_PROGRESS_MISMATCH,Allocated Limit for Honble MPs.csv,494,26102,0.58,HIGH,0.88,0.92,0.1,0.14,0.08,0.85,Disproportionate financial disbursement (83%) vs physical ground execution (21%); Timeline breach: Incomplete work overdue beyond target completion deadline,2
P19321,School & Educational Infra - Sultanpur Ward 9,"Construction of boundary wall, mid-day meal shed, and toilet block at Govt Primary School Sultanpur Ward 9.",School & Educational Infra,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA232,Uttar Pradesh PWD Executive Division,5580000,2024-09-22,2024-10-12,2025-04-24,,37,40,IN_PROGRESS,26.449,81.2306,"Sultanpur Ward 9, Uttar Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19322,Road & Transport - Rampur Ward 1,Construction and blacktopping of CC road from Rampur Ward 1 to Maharajpur Chowk in SHRAWAN KUMAR NISHAD.,Road & Transport,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA233,Uttar Pradesh DRDA Executive Division,7350000,2024-12-25,2025-01-16,2025-10-22,,44,52,IN_PROGRESS,26.8965,81.2898,"Rampur Ward 1, Uttar Pradesh",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19323,Bridge & Culvert - Fatehpur Ward 12,Construction of RCC High Level Bridge across local stream at Fatehpur Ward 12.,Bridge & Culvert,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA237,Uttar Pradesh ELECTRICITY Executive Division,2940000,2024-02-11,2024-03-22,2024-10-11,2024-10-11,100,100,COMPLETED,26.7742,80.5909,"Fatehpur Ward 12, Uttar Pradesh",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19324,Irrigation & Check Dam - Govindpur Ward 10,Lift irrigation scheme with pipeline network for marginal farmers in Govindpur Ward 10.,Irrigation & Check Dam,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA237,Uttar Pradesh ELECTRICITY Executive Division,3860000,2024-02-05,2024-03-18,2024-09-20,,41,48,IN_PROGRESS,26.5101,80.5021,"Govindpur Ward 10, Uttar Pradesh",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19325,Road & Transport - Sitarampur Ward 11,Upgradation and widening of rural arterial road connecting Sitarampur Ward 11 via Shanti Nagar Chowk.,Road & Transport,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA232,Uttar Pradesh PWD Executive Division,3590000,2024-11-06,2024-11-29,2025-06-26,,21,18,IN_PROGRESS,26.4263,81.3051,"Sitarampur Ward 11, Uttar Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19326,Drainage & Sewerage - Laxmipur Ward 3,Construction of underground drainage network and silt chamber in Laxmipur Ward 3.,Drainage & Sewerage,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA235,Uttar Pradesh PHED Executive Division,5220000,2024-02-08,2024-03-04,2025-04-15,,75,74,IN_PROGRESS,26.4796,81.3149,"Laxmipur Ward 3, Uttar Pradesh",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19327,School & Educational Infra - Sitarampur Ward 5,"Construction of boundary wall, mid-day meal shed, and toilet block at Govt Primary School Sitarampur Ward 5.",School & Educational Infra,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA234,Uttar Pradesh MUNICIPAL Executive Division,6220000,2024-07-23,2024-08-21,2025-09-14,,43,47,IN_PROGRESS,27.2303,80.8186,"Sitarampur Ward 5, Uttar Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P19328,Community Hall & Social Asset - Fatehpur Ward 6,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Fatehpur Ward 6.,Community Hall & Social Asset,ST34,Uttar Pradesh,D439,Sant Kabir Nagar,C493,Sant Kabir Nagar,MP493,Shrawan Kumar Nishad,IA233,Uttar Pradesh DRDA Executive Division,2320000,2026-09-22,2026-10-24,2027-06-29,2027-06-29,100,100,COMPLETED,27.2613,80.7119,"Fatehpur Ward 6, Uttar Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,494,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19329,Drinking Water Supply - Nehru Nagar Ward 12,Laying of drinking water pipeline network with solar-powered pump set in Nehru Nagar Ward 12.,Drinking Water Supply,ST34,Uttar Pradesh,D387,Meerut,C494,Meerut,MP494,Laxmikant Bajpai,IA232,Uttar Pradesh PWD Executive Division,5560000,2026-10-14,2026-10-29,2027-11-17,2027-11-17,100,100,COMPLETED,26.8702,81.1462,"Nehru Nagar Ward 12, Uttar Pradesh",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,495,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19330,School & Educational Infra - Chandpur Ward 4,"Construction of boundary wall, mid-day meal shed, and toilet block at Govt Primary School Chandpur Ward 4.",School & Educational Infra,ST34,Uttar Pradesh,D387,Meerut,C494,Meerut,MP494,Laxmikant Bajpai,IA236,Uttar Pradesh ZILLA_PARISHAD Executive Division,6990000,2026-09-05,2026-10-19,2027-05-26,2027-05-26,100,100,COMPLETED,26.801,80.7888,"Chandpur Ward 4, Uttar Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,495,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19331,School & Educational Infra - Maharajpur Ward 10,Construction of 4 additional smart classrooms and science laboratory at Govt High School Maharajpur Ward 10.,School & Educational Infra,ST34,Uttar Pradesh,D387,Meerut,C494,Meerut,MP494,Laxmikant Bajpai,IA235,Uttar Pradesh PHED Executive Division,3910000,2024-07-14,2024-07-29,2025-07-25,2025-07-25,100,100,COMPLETED,27.2297,81.0543,"Maharajpur Ward 10, Uttar Pradesh",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,495,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P19332,Sports & Youth Facility - Anandpur Ward 12,Construction of indoor badminton court and youth club building in Anandpur Ward 12.,Sports & Youth Facility,ST34,Uttar Pradesh,D387,Meerut,C494,Meerut,MP494,Laxmikant Bajpai,IA237,Uttar Pradesh ELECTRICITY Executive Division,1810000,2025-02-11,2025-03-02,2026-01-04,,0,0,NOT_STARTED,27.1813,80.9677,"Anandpur Ward 12, Uttar Pradesh",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,495,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
